"","X","Date.Rptd","DR.NO","DATE.OCC","TIME.OCC","AREA","AREA.NAME","RD","Crm.Cd","Crm.Cd.Desc","Status","Status.Desc","LOCATION","Cross.Street","Location.1","latlong","lat","long","DateGone","MonthGone","Shade","lat.1","long.1","Shade1"
"1029",1029,"10/07/2014",140218755,"10/06/2014",1820,2,"Rampart",231,480,"BIKE - STOLEN","IC","Invest Cont","  100      S  RENO                         ST","","(34.0714, -118.2813)","34.0714, -118.2813",34.0714,-118.2813,2014-10-06,"October","#CCEBC5",34.0714,-118.2813,"#FFFF99"
"1030",1030,"10/07/2014",140218761,"10/05/2014",1315,2,"Rampart",236,480,"BIKE - STOLEN","IC","Invest Cont","              UNION                        AV","   BEVERLY                      BL","(34.0613, -118.2677)","34.0613, -118.2677",34.0613,-118.2677,2014-10-05,"October","#CCEBC5",34.0613,-118.2677,"#FFFF99"
"1031",1031,"10/07/2014",140218805,"10/07/2014",1445,2,"Rampart",218,480,"BIKE - STOLEN","IC","Invest Cont","              SUNSET                       BL","   ECHO PARK                    BL","(34.0781, -118.2604)","34.0781, -118.2604",34.0781,-118.2604,2014-10-07,"October","#CCEBC5",34.0781,-118.2604,"#FFFF99"
"1032",1032,"10/07/2014",140321265,"10/06/2014",1600,3,"Southwest",397,480,"BIKE - STOLEN","IC","Invest Cont"," 1300      W  VERNON                       AV","","(34.0037, -118.298)","34.0037, -118.298",34.0037,-118.298,2014-10-06,"October","#CCEBC5",34.0037,-118.298,"#FFFF99"
"1033",1033,"10/07/2014",141117872,"09/21/2014",1200,11,"Northeast",1117,480,"BIKE - STOLEN","IC","Invest Cont"," 1600      E  CAMPUS                       RD","","(34.1261, -118.2142)","34.1261, -118.2142",34.1261,-118.2142,2014-09-21,"September","#FFED6F",34.1261,-118.2142,"#B15928"
"1034",1034,"10/06/2014",140515704,"10/05/2014",100,5,"Harbor",566,480,"BIKE - STOLEN","IC","Invest Cont","  900      S  MESA                         ST","","(33.736, -118.2857)","33.736, -118.2857",33.736,-118.2857,2014-10-05,"October","#CCEBC5",33.736,-118.2857,"#FFFF99"
"1035",1035,"10/06/2014",141117807,"10/05/2014",1100,11,"Northeast",1113,480,"BIKE - STOLEN","IC","Invest Cont"," 2400         NORWALK                      AV","","(34.1334, -118.2209)","34.1334, -118.2209",34.1334,-118.2209,2014-10-05,"October","#CCEBC5",34.1334,-118.2209,"#FFFF99"
"1036",1036,"10/06/2014",142017464,"09/20/2014",320,20,"Olympic",2079,480,"BIKE - STOLEN","IC","Invest Cont"," 1500      S  VERMONT                      AV","","(34.0453, -118.2916)","34.0453, -118.2916",34.0453,-118.2916,2014-09-20,"September","#FFED6F",34.0453,-118.2916,"#B15928"
"1037",1037,"10/06/2014",142017470,"10/06/2014",1200,20,"Olympic",2033,480,"BIKE - STOLEN","IC","Invest Cont","              WILSHIRE                     BL","   SERRANO","(34.0617, -118.3085)","34.0617, -118.3085",34.0617,-118.3085,2014-10-06,"October","#CCEBC5",34.0617,-118.3085,"#FFFF99"
"1038",1038,"10/05/2014",140122811,"10/05/2014",1900,1,"Central",153,480,"BIKE - STOLEN","IC","Invest Cont","              6TH                          ST","   SPRING","(34.0472, -118.2529)","34.0472, -118.2529",34.0472,-118.2529,2014-10-05,"October","#CCEBC5",34.0472,-118.2529,"#FFFF99"
"1039",1039,"10/05/2014",140321009,"10/04/2014",1500,3,"Southwest",397,480,"BIKE - STOLEN","IC","Invest Cont","              VERNON","   VERMONT","(34.0037, -118.2937)","34.0037, -118.2937",34.0037,-118.2937,2014-10-04,"October","#CCEBC5",34.0037,-118.2937,"#FFFF99"
"1040",1040,"10/05/2014",140714652,"10/05/2014",900,7,"Wilshire",701,480,"BIKE - STOLEN","IC","Invest Cont","              EDINBURGH                    AV","   MELROSE                      AV","(34.0864, -118.3638)","34.0864, -118.3638",34.0864,-118.3638,2014-10-05,"October","#CCEBC5",34.0864,-118.3638,"#FFFF99"
"1041",1041,"10/05/2014",141117770,"10/05/2014",135,11,"Northeast",1133,480,"BIKE - STOLEN","IC","Invest Cont"," 3300         LARGA                        AV","","(34.1144, -118.2561)","34.1144, -118.2561",34.1144,-118.2561,2014-10-05,"October","#CCEBC5",34.1144,-118.2561,"#FFFF99"
"1043",1043,"10/05/2014",141715995,"10/05/2014",1930,17,"Devonshire",1745,480,"BIKE - STOLEN","IC","Invest Cont","10300         LINDLEY                      AV","","(34.2573, -118.5273)","34.2573, -118.5273",34.2573,-118.5273,2014-10-05,"October","#CCEBC5",34.2573,-118.5273,"#FFFF99"
"1044",1044,"10/05/2014",141920089,"10/04/2014",1900,19,"Mission",1958,480,"BIKE - STOLEN","IC","Invest Cont","14200         VAN NUYS                     BL","","(34.251, -118.4428)","34.251, -118.4428",34.251,-118.4428,2014-10-04,"October","#CCEBC5",34.251,-118.4428,"#FFFF99"
"1045",1045,"10/05/2014",142017430,"10/05/2014",1030,20,"Olympic",2033,480,"BIKE - STOLEN","IC","Invest Cont","  700      S  OXFORD                       AV","","(34.0597, -118.3078)","34.0597, -118.3078",34.0597,-118.3078,2014-10-05,"October","#CCEBC5",34.0597,-118.3078,"#FFFF99"
"1046",1046,"10/04/2014",142017338,"10/01/2014",1200,20,"Olympic",2023,480,"BIKE - STOLEN","IC","Invest Cont","  400      S  HOBART                       BL","","(34.0672, -118.3054)","34.0672, -118.3054",34.0672,-118.3054,2014-10-01,"October","#CCEBC5",34.0672,-118.3054,"#FFFF99"
"1047",1047,"10/04/2014",142017360,"10/04/2014",1900,20,"Olympic",2038,480,"BIKE - STOLEN","IC","Invest Cont"," 3100         WILSHIRE                     BL","","(34.0618, -118.2891)","34.0618, -118.2891",34.0618,-118.2891,2014-10-04,"October","#CCEBC5",34.0618,-118.2891,"#FFFF99"
"1048",1048,"10/03/2014",140320919,"10/02/2014",1500,3,"Southwest",328,480,"BIKE - STOLEN","IC","Invest Cont","  600      W  28TH                         ST","","(34.0261, -118.2773)","34.0261, -118.2773",34.0261,-118.2773,2014-10-02,"October","#CCEBC5",34.0261,-118.2773,"#FFFF99"
"1050",1050,"10/02/2014",140218546,"10/01/2014",2200,2,"Rampart",204,480,"BIKE - STOLEN","IC","Invest Cont"," 3400         PLATA                        ST","","(34.0777, -118.2821)","34.0777, -118.2821",34.0777,-118.2821,2014-10-01,"October","#CCEBC5",34.0777,-118.2821,"#FFFF99"
"1051",1051,"10/02/2014",140620045,"10/02/2014",2050,6,"Hollywood",636,480,"BIKE - STOLEN","IC","Invest Cont"," 1800         WHITLEY                      AV","","(34.1034, -118.3333)","34.1034, -118.3333",34.1034,-118.3333,2014-10-02,"October","#CCEBC5",34.1034,-118.3333,"#FFFF99"
"1052",1052,"10/01/2014",141117565,"09/24/2014",1000,11,"Northeast",1172,480,"BIKE - STOLEN","IC","Invest Cont"," 2300         COVE                         AV","","(34.0946, -118.2596)","34.0946, -118.2596",34.0946,-118.2596,2014-09-24,"September","#FFED6F",34.0946,-118.2596,"#B15928"
"1053",1053,"10/01/2014",141117598,"10/01/2014",2130,11,"Northeast",1162,480,"BIKE - STOLEN","IC","Invest Cont"," 1500      N  VERMONT                      AV","","(34.0982, -118.2918)","34.0982, -118.2918",34.0982,-118.2918,2014-10-01,"October","#CCEBC5",34.0982,-118.2918,"#FFFF99"
"1054",1054,"10/01/2014",141117599,"10/01/2014",2350,11,"Northeast",1162,480,"BIKE - STOLEN","IC","Invest Cont","              VERMONT","   SANTA MONICA","(34.0369, -118.2915)","34.0369, -118.2915",34.0369,-118.2915,2014-10-01,"October","#CCEBC5",34.0369,-118.2915,"#FFFF99"
"1055",1055,"10/01/2014",141117600,"10/01/2014",2030,11,"Northeast",1163,480,"BIKE - STOLEN","AO","Adult Other"," 4700         SANTA MONICA                 BL","","(34.0909, -118.2917)","34.0909, -118.2917",34.0909,-118.2917,2014-10-01,"October","#CCEBC5",34.0909,-118.2917,"#FFFF99"
"1056",1056,"10/01/2014",141518198,"09/21/2014",1400,15,"N Hollywood",1548,480,"BIKE - STOLEN","IC","Invest Cont"," 5200         BLAKESLEE                    AV","","(34.1649, -118.3724)","34.1649, -118.3724",34.1649,-118.3724,2014-09-21,"September","#FFED6F",34.1649,-118.3724,"#B15928"
"1057",1057,"10/01/2014",142017162,"10/01/2014",100,20,"Olympic",2079,480,"BIKE - STOLEN","IC","Invest Cont"," 1500      S  HOOVER                       ST","","(34.0452, -118.2842)","34.0452, -118.2842",34.0452,-118.2842,2014-10-01,"October","#CCEBC5",34.0452,-118.2842,"#FFFF99"
"1058",1058,"09/30/2014",140414892,"09/29/2014",1100,4,"Hollenbeck",497,480,"BIKE - STOLEN","IC","Invest Cont"," 2900      E  11TH                         ST","","(34.0217, -118.2161)","34.0217, -118.2161",34.0217,-118.2161,2014-09-29,"September","#FFED6F",34.0217,-118.2161,"#B15928"
"1059",1059,"09/30/2014",141117495,"09/27/2014",1430,11,"Northeast",1132,480,"BIKE - STOLEN","IC","Invest Cont"," 3900         LOS FELIZ                    BL","","(34.1139, -118.277)","34.1139, -118.277",34.1139,-118.277,2014-09-27,"September","#FFED6F",34.1139,-118.277,"#B15928"
"1060",1060,"09/30/2014",141117519,"09/28/2014",1700,11,"Northeast",1143,480,"BIKE - STOLEN","IC","Invest Cont"," 3600         MONON                        ST","","(34.108, -118.2719)","34.108, -118.2719",34.108,-118.2719,2014-09-28,"September","#FFED6F",34.108,-118.2719,"#B15928"
"1061",1061,"09/29/2014",140218392,"09/28/2014",2000,2,"Rampart",261,480,"BIKE - STOLEN","IC","Invest Cont","  700      S  CORONADO                     ST","","(34.0589, -118.2821)","34.0589, -118.2821",34.0589,-118.2821,2014-09-28,"September","#FFED6F",34.0589,-118.2821,"#B15928"
"1062",1062,"09/29/2014",140714486,"07/25/2014",1700,7,"Wilshire",724,480,"BIKE - STOLEN","IC","Invest Cont","              3RD                          ST","   GARDNER                      AV","(34.0715, -118.3604)","34.0715, -118.3604",34.0715,-118.3604,2014-07-25,"July","#FDB462",34.0715,-118.3604,"#E31A1C"
"1063",1063,"04/22/2014",140310499,"10/01/2013",2200,3,"Southwest",392,480,"BIKE - STOLEN","IC","Invest Cont"," 4700         CRENSHAW                     BL","","(34.001, -118.3308)","34.001, -118.3308",34.001,-118.3308,2013-10-01,"October","#CCEBC5",34.001,-118.3308,"#FFFF99"
"1064",1064,"09/28/2014",141117380,"09/27/2014",2230,11,"Northeast",1132,480,"BIKE - STOLEN","IC","Invest Cont"," 3700         LOS FELIZ                    BL","","(34.1157, -118.2733)","34.1157, -118.2733",34.1157,-118.2733,2014-09-27,"September","#FFED6F",34.1157,-118.2733,"#B15928"
"1065",1065,"09/27/2014",140619766,"09/19/2014",2200,6,"Hollywood",649,480,"BIKE - STOLEN","IC","Invest Cont","              WESTERN","   SUNSET","(34.0981, -118.3092)","34.0981, -118.3092",34.0981,-118.3092,2014-09-19,"September","#FFED6F",34.0981,-118.3092,"#B15928"
"1066",1066,"09/27/2014",141117340,"09/26/2014",1800,11,"Northeast",1149,480,"BIKE - STOLEN","IC","Invest Cont","  100      S  AVENUE 53","","(34.1068, -118.1984)","34.1068, -118.1984",34.1068,-118.1984,2014-09-26,"September","#FFED6F",34.1068,-118.1984,"#B15928"
"1067",1067,"09/27/2014",141117359,"09/27/2014",1845,11,"Northeast",1136,480,"BIKE - STOLEN","IC","Invest Cont"," 1000         FARNAM                       ST","","(34.1172, -118.2092)","34.1172, -118.2092",34.1172,-118.2092,2014-09-27,"September","#FFED6F",34.1172,-118.2092,"#B15928"
"1068",1068,"09/27/2014",141517914,"09/25/2014",900,15,"N Hollywood",1567,480,"BIKE - STOLEN","IC","Invest Cont"," 4400         CARTWRIGHT                   AV","","(34.1504, -118.3631)","34.1504, -118.3631",34.1504,-118.3631,2014-09-25,"September","#FFED6F",34.1504,-118.3631,"#B15928"
"1069",1069,"09/27/2014",141715656,"09/27/2014",1415,17,"Devonshire",1757,480,"BIKE - STOLEN","IC","Invest Cont","16800         DEVONSHIRE                   ST","","(34.2575, -118.498)","34.2575, -118.498",34.2575,-118.498,2014-09-27,"September","#FFED6F",34.2575,-118.498,"#B15928"
"1070",1070,"09/27/2014",141715666,"09/27/2014",1320,17,"Devonshire",1752,480,"BIKE - STOLEN","IC","Invest Cont","20900         DEVONSHIRE                   ST","","(34.2572, -118.5885)","34.2572, -118.5885",34.2572,-118.5885,2014-09-27,"September","#FFED6F",34.2572,-118.5885,"#B15928"
"1071",1071,"09/27/2014",142016956,"09/27/2014",1340,20,"Olympic",2033,480,"BIKE - STOLEN","IC","Invest Cont","  700      S  SERRANO                      AV","","(34.0597, -118.3066)","34.0597, -118.3066",34.0597,-118.3066,2014-09-27,"September","#FFED6F",34.0597,-118.3066,"#B15928"
"1072",1072,"09/26/2014",140122186,"09/07/2014",1200,1,"Central",133,480,"BIKE - STOLEN","IC","Invest Cont","  200      S  BROADWAY","","(34.0524, -118.2467)","34.0524, -118.2467",34.0524,-118.2467,2014-09-07,"September","#FFED6F",34.0524,-118.2467,"#B15928"
"1073",1073,"09/26/2014",140122233,"09/26/2014",1215,1,"Central",127,480,"BIKE - STOLEN","IC","Invest Cont","              ALAMEDA                      ST","   TEMPLE                       ST","(34.052, -118.238)","34.052, -118.238",34.052,-118.238,2014-09-26,"September","#FFED6F",34.052,-118.238,"#B15928"
"1074",1074,"09/26/2014",141015474,"09/22/2014",2255,10,"West Valley",1079,480,"BIKE - STOLEN","IC","Invest Cont","15400         VENTURA                      BL","","(34.1543, -118.4691)","34.1543, -118.4691",34.1543,-118.4691,2014-09-22,"September","#FFED6F",34.1543,-118.4691,"#B15928"
"1075",1075,"09/26/2014",141015490,"09/26/2014",2210,10,"West Valley",1025,480,"BIKE - STOLEN","IC","Invest Cont"," 6800         RESEDA                       BL","","(34.1939, -118.536)","34.1939, -118.536",34.1939,-118.536,2014-09-26,"September","#FFED6F",34.1939,-118.536,"#B15928"
"1076",1076,"09/26/2014",141117305,"09/26/2014",1100,11,"Northeast",1144,480,"BIKE - STOLEN","IC","Invest Cont"," 1900         LUCILE                       AV","","(34.0961, -118.2738)","34.0961, -118.2738",34.0961,-118.2738,2014-09-26,"September","#FFED6F",34.0961,-118.2738,"#B15928"
"1077",1077,"09/26/2014",141117306,"09/23/2014",1700,11,"Northeast",1136,480,"BIKE - STOLEN","IC","Invest Cont"," 4400         EAGLE ROCK                   BL","","(34.1241, -118.2208)","34.1241, -118.2208",34.1241,-118.2208,2014-09-23,"September","#FFED6F",34.1241,-118.2208,"#B15928"
"1078",1078,"09/26/2014",141517916,"09/26/2014",1830,15,"N Hollywood",1539,480,"BIKE - STOLEN","IC","Invest Cont"," 5600         CAHUENGA                     BL","","(34.1722, -118.3615)","34.1722, -118.3615",34.1722,-118.3615,2014-09-26,"September","#FFED6F",34.1722,-118.3615,"#B15928"
"1079",1079,"09/26/2014",141614060,"09/25/2014",2000,16,"Foothill",1672,480,"BIKE - STOLEN","IC","Invest Cont"," 8900         CAYUGA                       AV","","(34.2308, -118.3925)","34.2308, -118.3925",34.2308,-118.3925,2014-09-25,"September","#FFED6F",34.2308,-118.3925,"#B15928"
"1080",1080,"09/26/2014",141715605,"09/26/2014",900,17,"Devonshire",1745,480,"BIKE - STOLEN","IC","Invest Cont","10300         LINDLEY                      AV","","(34.2573, -118.5273)","34.2573, -118.5273",34.2573,-118.5273,2014-09-26,"September","#FFED6F",34.2573,-118.5273,"#B15928"
"1081",1081,"09/25/2014",140122134,"09/24/2014",2330,1,"Central",152,480,"BIKE - STOLEN","IC","Invest Cont","  500      S  FLOWER                       ST","","(34.0516, -118.2561)","34.0516, -118.2561",34.0516,-118.2561,2014-09-24,"September","#FFED6F",34.0516,-118.2561,"#B15928"
"1082",1082,"09/25/2014",140218204,"09/22/2014",1340,2,"Rampart",221,480,"BIKE - STOLEN","IC","Invest Cont"," 4100         OAKWOOD                      AV","","(34.0777, -118.2958)","34.0777, -118.2958",34.0777,-118.2958,2014-09-22,"September","#FFED6F",34.0777,-118.2958,"#B15928"
"1083",1083,"09/25/2014",140714296,"09/25/2014",1715,7,"Wilshire",726,480,"BIKE - STOLEN","IC","Invest Cont","              1ST                          ST","   LA BREA                      AV","(34.0736, -118.348)","34.0736, -118.348",34.0736,-118.348,2014-09-25,"September","#FFED6F",34.0736,-118.348,"#B15928"
"1084",1084,"04/18/2014",140209573,"09/16/2013",930,2,"Rampart",212,480,"BIKE - STOLEN","IC","Invest Cont","  500      N  HOOVER                       ST","","(34.0796, -118.2844)","34.0796, -118.2844",34.0796,-118.2844,2013-09-16,"September","#FFED6F",34.0796,-118.2844,"#B15928"
"1085",1085,"09/25/2014",141715536,"09/24/2014",1830,17,"Devonshire",1785,480,"BIKE - STOLEN","IC","Invest Cont"," 8700         ETIWANDA                     AV","","(34.2287, -118.5324)","34.2287, -118.5324",34.2287,-118.5324,2014-09-24,"September","#FFED6F",34.2287,-118.5324,"#B15928"
"1086",1086,"09/25/2014",142016836,"09/24/2014",2120,20,"Olympic",2069,480,"BIKE - STOLEN","IC","Invest Cont"," 1000      S  HOOVER                       ST","","(34.0524, -118.2842)","34.0524, -118.2842",34.0524,-118.2842,2014-09-24,"September","#FFED6F",34.0524,-118.2842,"#B15928"
"1087",1087,"09/24/2014",141715506,"09/23/2014",1705,17,"Devonshire",1782,480,"BIKE - STOLEN","IC","Invest Cont","              NORDHOFF                     ST","   CORBIN                       AV","(34.2319, -118.5689)","34.2319, -118.5689",34.2319,-118.5689,2014-09-23,"September","#FFED6F",34.2319,-118.5689,"#B15928"
"1088",1088,"09/23/2014",141715481,"09/14/2014",5,17,"Devonshire",1752,480,"BIKE - STOLEN","IC","Invest Cont"," 9900         LURLINE                      AV","","(34.25, -118.5842)","34.25, -118.5842",34.25,-118.5842,2014-09-14,"September","#FFED6F",34.25,-118.5842,"#B15928"
"1089",1089,"09/22/2014",140320203,"09/22/2014",2000,3,"Southwest",318,480,"BIKE - STOLEN","IC","Invest Cont"," 1200      W  22ND                         ST","","(34.036, -118.284)","34.036, -118.284",34.036,-118.284,2014-09-22,"September","#FFED6F",34.036,-118.284,"#B15928"
"1090",1090,"09/22/2014",140320204,"09/21/2014",1759,3,"Southwest",328,480,"BIKE - STOLEN","IC","Invest Cont","  600      W  30TH                         ST","","(34.0251, -118.278)","34.0251, -118.278",34.0251,-118.278,2014-09-21,"September","#FFED6F",34.0251,-118.278,"#B15928"
"1091",1091,"09/22/2014",140619588,"09/20/2014",1240,6,"Hollywood",644,480,"BIKE - STOLEN","IC","Invest Cont"," 1300      N  SIERRA BONITA                AV","","(34.0944, -118.3539)","34.0944, -118.3539",34.0944,-118.3539,2014-09-20,"September","#FFED6F",34.0944,-118.3539,"#B15928"
"1092",1092,"09/22/2014",141117045,"09/21/2014",2300,11,"Northeast",1143,480,"BIKE - STOLEN","IC","Invest Cont"," 3300         ROWENA                       AV","","(34.111, -118.2769)","34.111, -118.2769",34.111,-118.2769,2014-09-21,"September","#FFED6F",34.111,-118.2769,"#B15928"
"1093",1093,"09/21/2014",140619447,"09/21/2014",1925,6,"Hollywood",636,480,"BIKE - STOLEN","IC","Invest Cont"," 1700      N  CAHUENGA                     BL","","(34.1016, -118.3295)","34.1016, -118.3295",34.1016,-118.3295,2014-09-21,"September","#FFED6F",34.1016,-118.3295,"#B15928"
"1094",1094,"09/21/2014",141116968,"09/20/2014",2000,11,"Northeast",1139,480,"BIKE - STOLEN","IC","Invest Cont","  300      S  AVENUE 57","","(34.1054, -118.1923)","34.1054, -118.1923",34.1054,-118.1923,2014-09-20,"September","#FFED6F",34.1054,-118.1923,"#B15928"
"1095",1095,"09/21/2014",141116970,"09/20/2014",400,11,"Northeast",1141,480,"BIKE - STOLEN","IC","Invest Cont"," 1800      N  BERENDO                      ST","","(34.1036, -118.2945)","34.1036, -118.2945",34.1036,-118.2945,2014-09-20,"September","#FFED6F",34.1036,-118.2945,"#B15928"
"1096",1096,"09/21/2014",141116971,"09/21/2014",2245,11,"Northeast",1151,480,"BIKE - STOLEN","IC","Invest Cont","              VERMONT","   SUNSET","(34.0982, -118.2918)","34.0982, -118.2918",34.0982,-118.2918,2014-09-21,"September","#FFED6F",34.0982,-118.2918,"#B15928"
"1097",1097,"09/21/2014",141517550,"09/21/2014",1400,15,"N Hollywood",1585,480,"BIKE - STOLEN","IC","Invest Cont"," 4000         TUJUNGA                      AV","","(34.1399, -118.3789)","34.1399, -118.3789",34.1399,-118.3789,2014-09-21,"September","#FFED6F",34.1399,-118.3789,"#B15928"
"1098",1098,"09/20/2014",140101242,"09/20/2014",1325,1,"Central",138,480,"BIKE - STOLEN","IC","Invest Cont","              3RD                          ST","   CENTRAL","(34.0483, -118.2443)","34.0483, -118.2443",34.0483,-118.2443,2014-09-20,"September","#FFED6F",34.0483,-118.2443,"#B15928"
