"","X","Date.Rptd","DR.NO","DATE.OCC","TIME.OCC","AREA","AREA.NAME","RD","Crm.Cd","Crm.Cd.Desc","Status","Status.Desc","LOCATION","Cross.Street","Location.1","latlong","lat","long","DateGone","MonthGone","Shade","lat.1","long.1","Shade1"
"938",938,"11/05/2014",141717347,"11/05/2014",1640,17,"Devonshire",1792,480,"BIKE - STOLEN","IC","Invest Cont","20000         COMMUNITY                    ST","","(34.2222, -118.5688)","34.2222, -118.5688",34.2222,-118.5688,2014-11-05,"November","#BC80BD",34.2222,-118.5688,"#6A3D9A"
"939",939,"11/05/2014",142019009,"11/02/2014",1200,20,"Olympic",2019,480,"BIKE - STOLEN","IC","Invest Cont"," 3300      W  2ND                          ST","","(34.0704, -118.2868)","34.0704, -118.2868",34.0704,-118.2868,2014-11-02,"November","#BC80BD",34.0704,-118.2868,"#6A3D9A"
"940",940,"11/04/2014",141017052,"11/04/2014",1045,10,"West Valley",1024,480,"BIKE - STOLEN","IC","Invest Cont","18600         HART                         ST","","(34.1977, -118.5386)","34.1977, -118.5386",34.1977,-118.5386,2014-11-04,"November","#BC80BD",34.1977,-118.5386,"#6A3D9A"
"941",941,"11/04/2014",141017053,"11/04/2014",1715,10,"West Valley",1061,480,"BIKE - STOLEN","IC","Invest Cont","19800         VENTURA                      BL","","(34.1725, -118.5638)","34.1725, -118.5638",34.1725,-118.5638,2014-11-04,"November","#BC80BD",34.1725,-118.5638,"#6A3D9A"
"942",942,"11/04/2014",142019226,"11/04/2014",400,20,"Olympic",2081,480,"BIKE - STOLEN","IC","Invest Cont"," 2200      W  WASHINGTON                   BL","","(34.04, -118.309)","34.04, -118.309",34.04,-118.309,2014-11-04,"November","#BC80BD",34.04,-118.309,"#6A3D9A"
"943",943,"11/03/2014",140416352,"11/03/2014",830,4,"Hollenbeck",464,480,"BIKE - STOLEN","IC","Invest Cont","  200      N  SOTO                         ST","","(34.0453, -118.2088)","34.0453, -118.2088",34.0453,-118.2088,2014-11-03,"November","#BC80BD",34.0453,-118.2088,"#6A3D9A"
"944",944,"11/03/2014",140516915,"10/27/2014",1500,5,"Harbor",551,480,"BIKE - STOLEN","IC","Invest Cont","  100      N  WESTERN                      AV","","(33.7434, -118.3098)","33.7434, -118.3098",33.7434,-118.3098,2014-10-27,"October","#CCEBC5",33.7434,-118.3098,"#FFFF99"
"945",945,"11/03/2014",140622000,"11/02/2014",2100,6,"Hollywood",665,480,"BIKE - STOLEN","IC","Invest Cont","              CITRUS                       AV","   ROMAINE                      ST","(34.0917, -118.3398)","34.0917, -118.3398",34.0917,-118.3398,2014-11-02,"November","#BC80BD",34.0917,-118.3398,"#6A3D9A"
"946",946,"11/03/2014",140715889,"10/31/2014",800,7,"Wilshire",758,480,"BIKE - STOLEN","IC","Invest Cont"," 4600      W  OLYMPIC                      BL","","(34.0563, -118.3313)","34.0563, -118.3313",34.0563,-118.3313,2014-10-31,"October","#CCEBC5",34.0563,-118.3313,"#FFFF99"
"947",947,"11/02/2014",140220132,"11/02/2014",130,2,"Rampart",216,480,"BIKE - STOLEN","IC","Invest Cont","  500      N  LAKE                         ST","","(34.0731, -118.268)","34.0731, -118.268",34.0731,-118.268,2014-11-02,"November","#BC80BD",34.0731,-118.268,"#6A3D9A"
"948",948,"11/02/2014",140516856,"11/02/2014",1330,5,"Harbor",501,480,"BIKE - STOLEN","IC","Invest Cont"," 1200      W  187TH                        PL","","(33.8606, -118.2942)","33.8606, -118.2942",33.8606,-118.2942,2014-11-02,"November","#BC80BD",33.8606,-118.2942,"#6A3D9A"
"949",949,"11/02/2014",140715805,"11/01/2014",1800,7,"Wilshire",735,480,"BIKE - STOLEN","IC","Invest Cont","              WILSHIRE                     BL","   LA BREA                      AV","(34.0624, -118.3509)","34.0624, -118.3509",34.0624,-118.3509,2014-11-01,"November","#BC80BD",34.0624,-118.3509,"#6A3D9A"
"950",950,"11/02/2014",141717181,"10/24/2014",1800,17,"Devonshire",1767,480,"BIKE - STOLEN","IC","Invest Cont"," 9800         RESEDA                       BL","","(34.2482, -118.5361)","34.2482, -118.5361",34.2482,-118.5361,2014-10-24,"October","#CCEBC5",34.2482,-118.5361,"#FFFF99"
"951",951,"11/01/2014",140124522,"11/01/2014",200,1,"Central",127,480,"BIKE - STOLEN","IC","Invest Cont","              LOS ANGELES","   TEMPLE","(34.0534, -118.2409)","34.0534, -118.2409",34.0534,-118.2409,2014-11-01,"November","#BC80BD",34.0534,-118.2409,"#6A3D9A"
"952",952,"11/01/2014",140220109,"10/31/2014",830,2,"Rampart",205,480,"BIKE - STOLEN","IC","Invest Cont","  800      N  OCCIDENTAL                   BL","","(34.08, -118.2739)","34.08, -118.2739",34.08,-118.2739,2014-10-31,"October","#CCEBC5",34.08,-118.2739,"#FFFF99"
"953",953,"11/01/2014",140416243,"10/31/2014",1900,4,"Hollenbeck",421,480,"BIKE - STOLEN","IC","Invest Cont","  600      S  AVENUE 21","","(34.066, -118.2168)","34.066, -118.2168",34.066,-118.2168,2014-10-31,"October","#CCEBC5",34.066,-118.2168,"#FFFF99"
"954",954,"11/01/2014",140416244,"11/01/2014",1125,4,"Hollenbeck",497,480,"BIKE - STOLEN","IC","Invest Cont"," 1200      S  LORENA                       ST","","(34.0216, -118.2048)","34.0216, -118.2048",34.0216,-118.2048,2014-11-01,"November","#BC80BD",34.0216,-118.2048,"#6A3D9A"
"955",955,"11/01/2014",141615245,"10/27/2014",2330,16,"Foothill",1643,480,"BIKE - STOLEN","IC","Invest Cont","10400         EL DORADO                    AV","","(34.259, -118.4174)","34.259, -118.4174",34.259,-118.4174,2014-10-27,"October","#CCEBC5",34.259,-118.4174,"#FFFF99"
"956",956,"10/31/2014",140621736,"10/31/2014",1430,6,"Hollywood",636,480,"BIKE - STOLEN","IC","Invest Cont"," 6600         HOLLYWOOD                    BL","","(34.1016, -118.3333)","34.1016, -118.3333",34.1016,-118.3333,2014-10-31,"October","#CCEBC5",34.1016,-118.3333,"#FFFF99"
"957",957,"10/31/2014",140715758,"10/30/2014",2330,7,"Wilshire",755,480,"BIKE - STOLEN","IC","Invest Cont"," 1300      S  DUNSMUIR                     AV","","(34.0494, -118.3532)","34.0494, -118.3532",34.0494,-118.3532,2014-10-30,"October","#CCEBC5",34.0494,-118.3532,"#FFFF99"
"958",958,"10/30/2014",140322771,"09/24/2014",1,3,"Southwest",308,480,"BIKE - STOLEN","IC","Invest Cont"," 2300         PORTLAND                     ST","","(34.0339, -118.281)","34.0339, -118.281",34.0339,-118.281,2014-09-24,"September","#FFED6F",34.0339,-118.281,"#B15928"
"959",959,"10/30/2014",140322774,"10/29/2014",1820,3,"Southwest",315,480,"BIKE - STOLEN","IC","Invest Cont"," 2600      S  WESTERN                      AV","","(34.0327, -118.309)","34.0327, -118.309",34.0327,-118.309,2014-10-29,"October","#CCEBC5",34.0327,-118.309,"#FFFF99"
"960",960,"10/30/2014",140621663,"10/28/2014",1530,6,"Hollywood",638,480,"BIKE - STOLEN","IC","Invest Cont","              HOLLYWOOD                    BL","   GRAMERCY                     PL","(34.1017, -118.3153)","34.1017, -118.3153",34.1017,-118.3153,2014-10-28,"October","#CCEBC5",34.1017,-118.3153,"#FFFF99"
"961",961,"10/29/2014",140124349,"10/06/2014",2100,1,"Central",162,480,"BIKE - STOLEN","IC","Invest Cont","  800      S  FLOWER                       ST","","(34.0473, -118.2601)","34.0473, -118.2601",34.0473,-118.2601,2014-10-06,"October","#CCEBC5",34.0473,-118.2601,"#FFFF99"
"962",962,"10/29/2014",140416104,"10/17/2014",645,4,"Hollenbeck",411,480,"BIKE - STOLEN","IC","Invest Cont"," 2000         HUMBOLDT                     ST","","(34.0768, -118.2227)","34.0768, -118.2227",34.0768,-118.2227,2014-10-17,"October","#CCEBC5",34.0768,-118.2227,"#FFFF99"
"963",963,"10/28/2014",140124299,"10/28/2014",1715,1,"Central",195,480,"BIKE - STOLEN","IC","Invest Cont","  300      E  PICO                         BL","","(34.0352, -118.2583)","34.0352, -118.2583",34.0352,-118.2583,2014-10-28,"October","#CCEBC5",34.0352,-118.2583,"#FFFF99"
"964",964,"10/27/2014",140124174,"10/24/2014",1200,1,"Central",156,480,"BIKE - STOLEN","IC","Invest Cont","              6TH                          ST","   SAN PEDRO","(34.0432, -118.2466)","34.0432, -118.2466",34.0432,-118.2466,2014-10-24,"October","#CCEBC5",34.0432,-118.2466,"#FFFF99"
"965",965,"10/27/2014",140124216,"10/27/2014",1005,1,"Central",185,480,"BIKE - STOLEN","AA","Adult Arrest","              12TH","   MAPLE","(34.0357, -118.2563)","34.0357, -118.2563",34.0357,-118.2563,2014-10-27,"October","#CCEBC5",34.0357,-118.2563,"#FFFF99"
"966",966,"10/27/2014",140219826,"10/26/2014",1,2,"Rampart",205,480,"BIKE - STOLEN","IC","Invest Cont","  600      N  BENTON                       WY","","(34.076, -118.2737)","34.076, -118.2737",34.076,-118.2737,2014-10-26,"October","#CCEBC5",34.076,-118.2737,"#FFFF99"
"967",967,"10/27/2014",141320701,"10/20/2014",1300,13,"Newton",1331,480,"BIKE - STOLEN","IC","Invest Cont"," 2600      S  GRAND                        AV","","(34.0265, -118.2723)","34.0265, -118.2723",34.0265,-118.2723,2014-10-20,"October","#CCEBC5",34.0265,-118.2723,"#FFFF99"
"968",968,"10/26/2014",140516584,"10/26/2014",1900,5,"Harbor",524,480,"BIKE - STOLEN","IC","Invest Cont","  500         HAWAIIAN                     AV","","(33.7749, -118.2764)","33.7749, -118.2764",33.7749,-118.2764,2014-10-26,"October","#CCEBC5",33.7749,-118.2764,"#FFFF99"
"969",969,"10/26/2014",140715518,"10/26/2014",1425,7,"Wilshire",719,480,"BIKE - STOLEN","IC","Invest Cont"," 5600         MELROSE                      AV","","(34.0835, -118.3227)","34.0835, -118.3227",34.0835,-118.3227,2014-10-26,"October","#CCEBC5",34.0835,-118.3227,"#FFFF99"
"970",970,"10/26/2014",141118752,"10/25/2014",1900,11,"Northeast",1162,480,"BIKE - STOLEN","IC","Invest Cont"," 4600      W  SUNSET                       BL","","(34.0982, -118.2895)","34.0982, -118.2895",34.0982,-118.2895,2014-10-25,"October","#CCEBC5",34.0982,-118.2895,"#FFFF99"
"971",971,"10/26/2014",141819237,"10/26/2014",1115,18,"Southeast",1806,480,"BIKE - STOLEN","IC","Invest Cont"," 8900      S  CENTRAL                      AV","","(33.9556, -118.2564)","33.9556, -118.2564",33.9556,-118.2564,2014-10-26,"October","#CCEBC5",33.9556,-118.2564,"#FFFF99"
"972",972,"10/26/2014",142018497,"04/24/2014",1200,20,"Olympic",2079,480,"BIKE - STOLEN","IC","Invest Cont"," 1300      S  HOOVER                       ST","","(34.0473, -118.2842)","34.0473, -118.2842",34.0473,-118.2842,2014-04-24,"April","#8DD3C7",34.0473,-118.2842,"#A6CEE3"
"973",973,"10/26/2014",142018509,"10/21/2014",915,20,"Olympic",2026,480,"BIKE - STOLEN","IC","Invest Cont","  400      S  BERENDO                      ST","","(34.0674, -118.2941)","34.0674, -118.2941",34.0674,-118.2941,2014-10-21,"October","#CCEBC5",34.0674,-118.2941,"#FFFF99"
"974",974,"10/25/2014",140322557,"10/24/2014",1000,3,"Southwest",358,480,"BIKE - STOLEN","IC","Invest Cont"," 3500         WATT                         WY","","(34.0235, -118.2858)","34.0235, -118.2858",34.0235,-118.2858,2014-10-24,"October","#CCEBC5",34.0235,-118.2858,"#FFFF99"
"975",975,"10/24/2014",140415907,"10/24/2014",1230,4,"Hollenbeck",464,480,"BIKE - STOLEN","IC","Invest Cont","              CHICAGO","   1ST                          ST","(34.0435, -118.2131)","34.0435, -118.2131",34.0435,-118.2131,2014-10-24,"October","#CCEBC5",34.0435,-118.2131,"#FFFF99"
"976",976,"10/24/2014",141118682,"10/24/2014",800,11,"Northeast",1132,480,"BIKE - STOLEN","IC","Invest Cont"," 3900         LOS FELIZ                    BL","","(34.1139, -118.277)","34.1139, -118.277",34.1139,-118.277,2014-10-24,"October","#CCEBC5",34.1139,-118.277,"#FFFF99"
"977",977,"10/24/2014",141615020,"10/24/2014",2100,16,"Foothill",1684,480,"BIKE - STOLEN","IC","Invest Cont"," 8000         WEBB                         AV","","(34.2157, -118.3878)","34.2157, -118.3878",34.2157,-118.3878,2014-10-24,"October","#CCEBC5",34.2157,-118.3878,"#FFFF99"
"978",978,"10/23/2014",140123943,"10/20/2014",1700,1,"Central",192,480,"BIKE - STOLEN","IC","Invest Cont"," 1600      S  OLIVE                        ST","","(34.0352, -118.2654)","34.0352, -118.2654",34.0352,-118.2654,2014-10-20,"October","#CCEBC5",34.0352,-118.2654,"#FFFF99"
"979",979,"10/23/2014",140123999,"10/23/2014",800,1,"Central",182,480,"BIKE - STOLEN","IC","Invest Cont","  900      S  GRAND                        AV","","(34.0444, -118.2593)","34.0444, -118.2593",34.0444,-118.2593,2014-10-23,"October","#CCEBC5",34.0444,-118.2593,"#FFFF99"
"980",980,"10/23/2014",140621240,"10/21/2014",2300,6,"Hollywood",657,480,"BIKE - STOLEN","IC","Invest Cont"," 5400         BARTON                       AV","","(34.0876, -118.3091)","34.0876, -118.3091",34.0876,-118.3091,2014-10-21,"October","#CCEBC5",34.0876,-118.3091,"#FFFF99"
"981",981,"10/23/2014",140715404,"10/22/2014",1015,7,"Wilshire",721,480,"BIKE - STOLEN","IC","Invest Cont"," 8700         BEVERLY                      BL","","(34.0763, -118.3778)","34.0763, -118.3778",34.0763,-118.3778,2014-10-22,"October","#CCEBC5",34.0763,-118.3778,"#FFFF99"
"982",982,"10/23/2014",142018326,"10/23/2014",235,20,"Olympic",2019,480,"BIKE - STOLEN","IC","Invest Cont"," 3300      W  3RD                          ST","","(34.069, -118.2879)","34.069, -118.2879",34.069,-118.2879,2014-10-23,"October","#CCEBC5",34.069,-118.2879,"#FFFF99"
"983",983,"10/22/2014",140123875,"10/14/2014",1130,1,"Central",119,480,"BIKE - STOLEN","IC","Invest Cont","  800      N  ALAMEDA                      ST","","(34.0563, -118.2374)","34.0563, -118.2374",34.0563,-118.2374,2014-10-14,"October","#CCEBC5",34.0563,-118.2374,"#FFFF99"
"984",984,"10/22/2014",142018302,"10/22/2014",330,20,"Olympic",2014,480,"BIKE - STOLEN","IC","Invest Cont"," 4000      W  3RD                          ST","","(34.069, -118.3004)","34.069, -118.3004",34.069,-118.3004,2014-10-22,"October","#CCEBC5",34.069,-118.3004,"#FFFF99"
"985",985,"10/21/2014",140123848,"10/05/2014",1245,1,"Central",139,480,"BIKE - STOLEN","IC","Invest Cont","  700      E  3RD                          ST","","(34.0455, -118.2379)","34.0455, -118.2379",34.0455,-118.2379,2014-10-05,"October","#CCEBC5",34.0455,-118.2379,"#FFFF99"
"986",986,"10/21/2014",140621094,"10/21/2014",1215,6,"Hollywood",649,480,"BIKE - STOLEN","IC","Invest Cont","              SUNSET","   HOBART","(34.0981, -118.3056)","34.0981, -118.3056",34.0981,-118.3056,2014-10-21,"October","#CCEBC5",34.0981,-118.3056,"#FFFF99"
"987",987,"10/21/2014",141118546,"10/19/2014",1900,11,"Northeast",1184,480,"BIKE - STOLEN","IC","Invest Cont"," 1300         LAVETA                       TR","","(34.0763, -118.2562)","34.0763, -118.2562",34.0763,-118.2562,2014-10-19,"October","#CCEBC5",34.0763,-118.2562,"#FFFF99"
"988",988,"10/20/2014",140123733,"10/19/2014",2015,1,"Central",154,480,"BIKE - STOLEN","IC","Invest Cont","              6TH                          ST","   SPRING                       ST","(34.0458, -118.2507)","34.0458, -118.2507",34.0458,-118.2507,2014-10-19,"October","#CCEBC5",34.0458,-118.2507,"#FFFF99"
"989",989,"10/20/2014",140123769,"10/20/2014",600,1,"Central",195,480,"BIKE - STOLEN","IC","Invest Cont"," 1600      S  MAIN                         ST","","(34.0336, -118.2626)","34.0336, -118.2626",34.0336,-118.2626,2014-10-20,"October","#CCEBC5",34.0336,-118.2626,"#FFFF99"
"990",990,"10/20/2014",141118465,"09/14/2014",1900,11,"Northeast",1107,480,"BIKE - STOLEN","IC","Invest Cont"," 1500         YOSEMITE                     DR","","(34.1328, -118.1981)","34.1328, -118.1981",34.1328,-118.1981,2014-09-14,"September","#FFED6F",34.1328,-118.1981,"#B15928"
"991",991,"10/19/2014",140123714,"10/19/2014",1820,1,"Central",159,480,"BIKE - STOLEN","IC","Invest Cont","              3RD","   ALAMEDA","(34.0455, -118.2381)","34.0455, -118.2381",34.0455,-118.2381,2014-10-19,"October","#CCEBC5",34.0455,-118.2381,"#FFFF99"
"992",992,"10/19/2014",140415698,"10/13/2014",1900,4,"Hollenbeck",477,480,"BIKE - STOLEN","IC","Invest Cont"," 2600         WHITTIER                     BL","","(34.0332, -118.213)","34.0332, -118.213",34.0332,-118.213,2014-10-13,"October","#CCEBC5",34.0332,-118.213,"#FFFF99"
"993",993,"10/19/2014",141118442,"10/18/2014",2100,11,"Northeast",1143,480,"BIKE - STOLEN","IC","Invest Cont"," 2600         CLAREMONT                    AV","","(34.105, -118.2745)","34.105, -118.2745",34.105,-118.2745,2014-10-18,"October","#CCEBC5",34.105,-118.2745,"#FFFF99"
"994",994,"10/19/2014",141920798,"10/19/2014",2315,19,"Mission",1962,480,"BIKE - STOLEN","IC","Invest Cont"," 9500         SEPULVEDA                    BL","","(34.2428, -118.4675)","34.2428, -118.4675",34.2428,-118.4675,2014-10-19,"October","#CCEBC5",34.2428,-118.4675,"#FFFF99"
"995",995,"10/18/2014",140123623,"10/18/2014",1110,1,"Central",157,480,"BIKE - STOLEN","IC","Invest Cont","              7TH","   SAN PEDRO","(34.0407, -118.2468)","34.0407, -118.2468",34.0407,-118.2468,2014-10-18,"October","#CCEBC5",34.0407,-118.2468,"#FFFF99"
"996",996,"10/17/2014",141016309,"10/09/2014",1900,10,"West Valley",1004,480,"BIKE - STOLEN","IC","Invest Cont"," 7900         RESEDA                       BL","","(34.2139, -118.5361)","34.2139, -118.5361",34.2139,-118.5361,2014-10-09,"October","#CCEBC5",34.2139,-118.5361,"#FFFF99"
"997",997,"10/17/2014",141118344,"10/16/2014",1500,11,"Northeast",1123,480,"BIKE - STOLEN","IC","Invest Cont"," 3300         GLENDALE                     BL","","(34.1188, -118.2599)","34.1188, -118.2599",34.1188,-118.2599,2014-10-16,"October","#CCEBC5",34.1188,-118.2599,"#FFFF99"
"998",998,"10/17/2014",141222768,"10/16/2014",1430,12,"77th Street",1233,480,"BIKE - STOLEN","IC","Invest Cont","              SLAUSON                      AV","   WESTERN                      AV","(33.9891, -118.3174)","33.9891, -118.3174",33.9891,-118.3174,2014-10-16,"October","#CCEBC5",33.9891,-118.3174,"#FFFF99"
"999",999,"10/16/2014",141920656,"10/16/2014",700,19,"Mission",1983,480,"BIKE - STOLEN","IC","Invest Cont","              NOBLE                        AV","   ROSCOE                       BL","(34.2221, -118.4612)","34.2221, -118.4612",34.2221,-118.4612,2014-10-16,"October","#CCEBC5",34.2221,-118.4612,"#FFFF99"
"1000",1000,"10/15/2014",140321893,"10/10/2014",900,3,"Southwest",338,480,"BIKE - STOLEN","IC","Invest Cont"," 1200      W  30TH                         ST","","(34.0274, -118.2891)","34.0274, -118.2891",34.0274,-118.2891,2014-10-10,"October","#CCEBC5",34.0274,-118.2891,"#FFFF99"
"1001",1001,"10/15/2014",141118268,"10/07/2014",600,11,"Northeast",1117,480,"BIKE - STOLEN","IC","Invest Cont"," 1600      E  CAMPUS                       RD","","(34.1261, -118.2142)","34.1261, -118.2142",34.1261,-118.2142,2014-10-07,"October","#CCEBC5",34.1261,-118.2142,"#FFFF99"
"1002",1002,"10/14/2014",140620659,"10/14/2014",1630,6,"Hollywood",647,480,"BIKE - STOLEN","IC","Invest Cont"," 5800         CARLTON                      WY","","(34.1005, -118.3166)","34.1005, -118.3166",34.1005,-118.3166,2014-10-14,"October","#CCEBC5",34.1005,-118.3166,"#FFFF99"
"1003",1003,"10/14/2014",140714992,"10/10/2014",1700,7,"Wilshire",729,480,"BIKE - STOLEN","IC","Invest Cont","  100      S  BEACHWOOD                    DR","","(34.0736, -118.3216)","34.0736, -118.3216",34.0736,-118.3216,2014-10-10,"October","#CCEBC5",34.0736,-118.3216,"#FFFF99"
"1004",1004,"10/13/2014",140415462,"10/12/2014",2100,4,"Hollenbeck",451,480,"BIKE - STOLEN","IC","Invest Cont","  200         CANCION                      CT","","(34.0488, -118.2227)","34.0488, -118.2227",34.0488,-118.2227,2014-10-12,"October","#CCEBC5",34.0488,-118.2227,"#FFFF99"
"1005",1005,"10/13/2014",141118147,"09/08/2014",1900,11,"Northeast",1151,480,"BIKE - STOLEN","IC","Invest Cont"," 1600      N  NORMANDIE                    AV","","(34.1004, -118.3005)","34.1004, -118.3005",34.1004,-118.3005,2014-09-08,"September","#FFED6F",34.1004,-118.3005,"#B15928"
"1006",1006,"10/13/2014",141118163,"10/13/2014",1500,11,"Northeast",1112,480,"BIKE - STOLEN","IC","Invest Cont"," 4100         YORK                         BL","","(34.1253, -118.2296)","34.1253, -118.2296",34.1253,-118.2296,2014-10-13,"October","#CCEBC5",34.1253,-118.2296,"#FFFF99"
"1007",1007,"10/12/2014",140321888,"09/17/2014",2215,3,"Southwest",328,480,"BIKE - STOLEN","IC","Invest Cont"," 3300      S  FIGUEROA                     ST","","(34.0225, -118.2796)","34.0225, -118.2796",34.0225,-118.2796,2014-09-17,"September","#FFED6F",34.0225,-118.2796,"#B15928"
"1008",1008,"10/12/2014",140321889,"09/30/2014",2200,3,"Southwest",328,480,"BIKE - STOLEN","IC","Invest Cont"," 3300      S  FIGUEROA                     ST","","(34.0225, -118.2796)","34.0225, -118.2796",34.0225,-118.2796,2014-09-30,"September","#FFED6F",34.0225,-118.2796,"#B15928"
"1009",1009,"10/11/2014",141016074,"10/10/2014",1300,10,"West Valley",1043,480,"BIKE - STOLEN","IC","Invest Cont","18600         HATTERAS                     ST","","(34.1774, -118.5387)","34.1774, -118.5387",34.1774,-118.5387,2014-10-10,"October","#CCEBC5",34.1774,-118.5387,"#FFFF99"
"1010",1010,"10/11/2014",141118062,"10/11/2014",1030,11,"Northeast",1144,480,"BIKE - STOLEN","IC","Invest Cont"," 1800         GRIFFITH PARK                BL","","(34.0958, -118.2759)","34.0958, -118.2759",34.0958,-118.2759,2014-10-11,"October","#CCEBC5",34.0958,-118.2759,"#FFFF99"
"1011",1011,"10/10/2014",140123161,"09/25/2014",900,1,"Central",152,480,"BIKE - STOLEN","IC","Invest Cont","  500      S  FLOWER                       ST","","(34.0516, -118.2561)","34.0516, -118.2561",34.0516,-118.2561,2014-09-25,"September","#FFED6F",34.0516,-118.2561,"#B15928"
"1012",1012,"10/10/2014",140218986,"10/03/2014",630,2,"Rampart",204,480,"BIKE - STOLEN","IC","Invest Cont"," 3400         PLATA                        ST","","(34.0777, -118.2821)","34.0777, -118.2821",34.0777,-118.2821,2014-10-03,"October","#CCEBC5",34.0777,-118.2821,"#FFFF99"
"1013",1013,"10/10/2014",140415357,"10/10/2014",1100,4,"Hollenbeck",463,480,"BIKE - STOLEN","IC","Invest Cont","  300      N  SAINT LOUIS                  ST","","(34.0467, -118.2126)","34.0467, -118.2126",34.0467,-118.2126,2014-10-10,"October","#CCEBC5",34.0467,-118.2126,"#FFFF99"
"1014",1014,"10/10/2014",140620498,"10/10/2014",1000,6,"Hollywood",642,480,"BIKE - STOLEN","IC","Invest Cont"," 7500      W  SUNSET                       BL","","(34.0981, -118.361)","34.0981, -118.361",34.0981,-118.361,2014-10-10,"October","#CCEBC5",34.0981,-118.361,"#FFFF99"
"1015",1015,"10/10/2014",140620506,"10/07/2014",2115,6,"Hollywood",647,480,"BIKE - STOLEN","IC","Invest Cont"," 1500      N  BRONSON                      AV","","(34.0981, -118.318)","34.0981, -118.318",34.0981,-118.318,2014-10-07,"October","#CCEBC5",34.0981,-118.318,"#FFFF99"
"1016",1016,"10/10/2014",141016029,"10/10/2014",1030,10,"West Valley",1061,480,"BIKE - STOLEN","IC","Invest Cont","19800         VENTURA                      BL","","(34.1725, -118.5638)","34.1725, -118.5638",34.1725,-118.5638,2014-10-10,"October","#CCEBC5",34.1725,-118.5638,"#FFFF99"
"1017",1017,"10/10/2014",141016043,"10/06/2014",1140,10,"West Valley",1063,480,"BIKE - STOLEN","IC","Invest Cont","18600         VENTURA                      BL","","(34.1698, -118.5386)","34.1698, -118.5386",34.1698,-118.5386,2014-10-06,"October","#CCEBC5",34.1698,-118.5386,"#FFFF99"
"1018",1018,"10/10/2014",142017689,"10/10/2014",1155,20,"Olympic",2026,480,"BIKE - STOLEN","IC","Invest Cont","  300      S  VERMONT                      AV","","(34.0691, -118.2917)","34.0691, -118.2917",34.0691,-118.2917,2014-10-10,"October","#CCEBC5",34.0691,-118.2917,"#FFFF99"
"1019",1019,"10/09/2014",140515839,"10/09/2014",800,5,"Harbor",506,480,"BIKE - STOLEN","IC","Invest Cont","21500      S  WESTERN                      AV","","(33.8335, -118.3091)","33.8335, -118.3091",33.8335,-118.3091,2014-10-09,"October","#CCEBC5",33.8335,-118.3091,"#FFFF99"
"1020",1020,"10/09/2014",141117959,"10/09/2014",130,11,"Northeast",1141,480,"BIKE - STOLEN","IC","Invest Cont"," 1900         PALMERSTON                   PL","","(34.1058, -118.2973)","34.1058, -118.2973",34.1058,-118.2973,2014-10-09,"October","#CCEBC5",34.1058,-118.2973,"#FFFF99"
"1021",1021,"10/09/2014",142017616,"10/09/2014",1000,20,"Olympic",2021,480,"BIKE - STOLEN","IC","Invest Cont","  400      S  WILTON                       PL","","(34.0672, -118.3141)","34.0672, -118.3141",34.0672,-118.3141,2014-10-09,"October","#CCEBC5",34.0672,-118.3141,"#FFFF99"
"1022",1022,"10/09/2014",142017635,"10/08/2014",1930,20,"Olympic",2036,480,"BIKE - STOLEN","IC","Invest Cont","  700      S  VERMONT                      AV","","(34.0598, -118.2916)","34.0598, -118.2916",34.0598,-118.2916,2014-10-08,"October","#CCEBC5",34.0598,-118.2916,"#FFFF99"
"1023",1023,"10/08/2014",140123029,"10/05/2014",1700,1,"Central",152,480,"BIKE - STOLEN","IC","Invest Cont","              5TH","   GRAND                        AV","(33.7397, -118.2901)","33.7397, -118.2901",33.7397,-118.2901,2014-10-05,"October","#CCEBC5",33.7397,-118.2901,"#FFFF99"
"1024",1024,"10/08/2014",140123035,"06/15/2014",1900,1,"Central",162,480,"BIKE - STOLEN","IC","Invest Cont","  800      S  FLOWER                       ST","","(34.0473, -118.2601)","34.0473, -118.2601",34.0473,-118.2601,2014-06-15,"June","#B3DE69",34.0473,-118.2601,"#FDBF6F"
"1025",1025,"10/08/2014",141518556,"10/03/2014",1600,15,"N Hollywood",1585,480,"BIKE - STOLEN","IC","Invest Cont"," 4100         ARCH                         DR","","(34.1412, -118.3722)","34.1412, -118.3722",34.1412,-118.3722,2014-10-03,"October","#CCEBC5",34.1412,-118.3722,"#FFFF99"
"1026",1026,"10/08/2014",142017571,"10/02/2014",1400,20,"Olympic",2024,480,"BIKE - STOLEN","IC","Invest Cont","              WILSHIRE                     BL","   SERRANO                      AV","(34.0617, -118.3085)","34.0617, -118.3085",34.0617,-118.3085,2014-10-02,"October","#CCEBC5",34.0617,-118.3085,"#FFFF99"
"1027",1027,"10/08/2014",142017591,"10/08/2014",2035,20,"Olympic",2024,480,"BIKE - STOLEN","IC","Invest Cont"," 3600         WILSHIRE                     BL","","(34.0617, -118.3031)","34.0617, -118.3031",34.0617,-118.3031,2014-10-08,"October","#CCEBC5",34.0617,-118.3031,"#FFFF99"
"1028",1028,"10/08/2014",142116572,"10/07/2014",1800,21,"Topanga",2157,480,"BIKE - STOLEN","IC","Invest Cont","20700         VANOWEN                      ST","","(34.1938, -118.5839)","34.1938, -118.5839",34.1938,-118.5839,2014-10-07,"October","#CCEBC5",34.1938,-118.5839,"#FFFF99"
